Sentence #,Word,NER Label,
Sentence: 1,Rohit,B-Name,
Sentence: 2,Bijlani,I-Name,
Sentence: 3,JAVA,B-Designation,
Sentence: 4,Developer,I-Designation,
Sentence: 5,I-Designation,,
Sentence: 6,Systems,I-Designation,
Sentence: 7,Engineer,I-Designation,
Sentence: 8,-,O,
Sentence: 9,INFOSYS,B-Companies worked at,
Sentence: 10,LIMITED,I-Companies worked at,
Sentence: 11,Itarsi,B-Location,
Sentence: 12,Madhya,O,
Sentence: 13,Pradesh,O,
Sentence: 14,Email,O,
Sentence: 15,me,O,
Sentence: 16,on,O,
Sentence: 17,Indeed,O,
Sentence: 18,indeedcomrRohit-Bijlani,O,
Sentence: 19,06ecf59ddac448c7,O,
Sentence: 20,A,B-Quality,
Sentence: 21,Dynamic,I-Quality,
Sentence: 22,Hardworking,I-Quality,
Sentence: 23,Focused,I-Quality,
Sentence: 24,and,I-Quality,
Sentence: 25,Result,I-Quality,
Sentence: 26,oriented,I-Quality,
Sentence: 27,person,O,
Sentence: 28,with,O,
Sentence: 29,2,B-Years of Experience,
Sentence: 30,years,I-Years of Experience,
Sentence: 31,10,I-Years of Experience,
Sentence: 32,months,I-Years of Experience,
Sentence: 33,of,O,
Sentence: 34,experience,O,
Sentence: 35,in,O,
Sentence: 36,development,O,
Sentence: 37,using,B-Skills,
Sentence: 38,Java,I-Skills,
Sentence: 39,Technology,I-Skills,
Sentence: 40,and,O,
Sentence: 41,other,O,
Sentence: 42,cutting,O,
Sentence: 43,edge,O,
Sentence: 44,technologies,O,
Sentence: 45,Word,NER Label,
Sentence: 46,Roshan,B-Name,
Sentence: 47,Sinha,I-Name,
Sentence: 48,Application,B-Designation,
Sentence: 49,Developer,I-Designation,
Sentence: 50,-,O,
Sentence: 51,SAP,B-Companies worked at,
Sentence: 52,ABAP,I-Companies worked at,
Sentence: 53,Kolkata,B-Location,
Sentence: 54,West,O,
Sentence: 55,Bengal,O,
Sentence: 56,Email,O,
Sentence: 57,me,O,
Sentence: 58,on,O,
Sentence: 59,Indeed,O,
Sentence: 60,indeedcomrRoshan-Sinha,O,
Sentence: 61,ab398efcd288724f,O,
Sentence: 62,Willing,O,
Sentence: 63,to,O,
Sentence: 64,relocate,O,
Sentence: 65,to:O,,
Sentence: 66,Kolkata,B-Location,
Sentence: 67,West,B-Location,
Sentence: 68,Bengal,I-Location,
Sentence: 69,Bangalore,B-Location,
Sentence: 70,City,I-Location,
Sentence: 71,Karnataka,I-Location,
Sentence: 72,NCR,B-Location,
Sentence: 73,Delhi,I-Location,
Sentence: 74,WORK,O,
Sentence: 75,EXPERIENCE,O,
Sentence: 76,Application,B-Designation,
Sentence: 77,Developer,I-Designation,
Sentence: 78,SAP,B-Companies worked at,
Sentence: 79,ABAP,I-Companies worked at,
Sentence: 80,Kolkata,B-Location,
Sentence: 81,West,B-Location,
Sentence: 82,Bengal,I-Location,
Sentence: 83,March,B-Years of Experience,
Sentence: 84,2011,I-Years of Experience,
Sentence: 85,to,O,
Sentence: 86,April,B-Years of Experience,
Sentence: 87,2018,I-Years of Experience,
Sentence: 88,Joined,O,
Sentence: 89,as,O,
Sentence: 90,Associate,B-Designation,
Sentence: 91,System,I-Designation,
Sentence: 92,Engineer,I-Designation,
Sentence: 93,worked,O,
Sentence: 94,as,O,
Sentence: 95,Application,B-Designation,
Sentence: 96,Developer,I-Designation,
Sentence: 97,for,O,
Sentence: 98,maintenance,O,
Sentence: 99,and,O,
Sentence: 100,development,O,
Sentence: 101,of,O,
Sentence: 102,SAP,B-Skills,
Sentence: 103,systems,I-Skills,
Sentence: 104,for,O,
Sentence: 105,clients,O,
Sentence: 106,from,O,
Sentence: 107,Distribution,O,
Sentence: 108,Chemicals,O,
Sentence: 109,and,O,
Sentence: 110,Petrochemicals,O,
Sentence: 111,and,O,
Sentence: 112,Industrial,O,
Sentence: 113,sectors,O,
Sentence: 114,Application,B-Designation,
Sentence: 115,Developer,I-Designation,
Sentence: 116,IBM,B-Companies worked at,
Sentence: 117,India,I-Companies worked at,
Sentence: 118,Pvt,I-Companies worked at,
Sentence: 119,Ltd,I-Companies worked at,
Sentence: 120,April,B-Years of Experience,
Sentence: 121,2011,I-Years of Experience,
Sentence: 122,to,O,
Sentence: 123,March,B-Years of Experience,
Sentence: 124,2018,I-Years of Experience,
Sentence: 125,Application,B-Skills,
Sentence: 126,Development,I-Skills,
Sentence: 127,and,O,
Sentence: 128,Maintainence,I-Skills,
Sentence: 129,services,I-Skills,
Sentence: 130,on,O,
Sentence: 131,SAP,B-Skills,
Sentence: 132,using,O,
Sentence: 133,ABAP,B-Skills,
Sentence: 134,as,O,
Sentence: 135,programming,B-Skills,
Sentence: 136,language,O,
Sentence: 137,Application,B-Designation,
Sentence: 138,Developer,I-Designation,
Sentence: 139,SAP,B-Companies worked at,
Sentence: 140,ABAP,I-Companies worked at,
Sentence: 141,Kolkata,B-Location,
Sentence: 142,West,I-Location,
Sentence: 143,Bengal,I-Location,
Sentence: 144,June,B-Years of Experience,
Sentence: 145,2017,I-Years of Experience,
Sentence: 146,to,O,
Sentence: 147,November,B-Years of Experience,
Sentence: 148,2017,I-Years of Experience,
Sentence: 149,Non-ALE,O,
Sentence: 150,Outbound,O,
Sentence: 151,File,O,
Sentence: 152,Interfaces,O,
Sentence: 153,for,O,
Sentence: 154,Forward,O,
Sentence: 155,and,O,
Sentence: 156,Reverse,O,
Sentence: 157,Logistics,O,
Sentence: 158,Application,O,
Sentence: 159,from,O,
Sentence: 160,SAP,B-Skills,
Sentence: 161,to,O,
Sentence: 162,EMM,B-Skills,
Sentence: 163,system,O,
Sentence: 164,Return,O,
Sentence: 165,Replacement,O,
Sentence: 166,and,O,
Sentence: 167,Dispatched,O,
Sentence: 168,IMEI,O,
Sentence: 169,and,O,
Sentence: 170,SIM,O,
Sentence: 171,Serial,O,
Sentence: 172,Data,B-Skills,
Sentence: 173,Interfaces,I-Skills,
Sentence: 174,Application,B-Designation,
Sentence: 175,Developer,I-Designation,
Sentence: 176,SAP,B-Companies worked at,
Sentence: 177,ABAP,I-Companies worked at,
Sentence: 178,July,B-Years of Experience,
Sentence: 179,2016,I-Years of Experience,
Sentence: 180,to,O,
Sentence: 181,November,B-Years of Experience,
Sentence: 182,2017,I-Years of Experience,
Sentence: 183,IMSP,B-Skills,
Sentence: 184,Applications,I-Skills,
Sentence: 185,built,O,
Sentence: 186,on,O,
Sentence: 187,OOPS-ABAP,B-Skills,
Sentence: 188,BAPI,I-Skills,
Sentence: 189,FM,I-Skills,
Sentence: 190,Smartform,O,
Sentence: 191,for,O,
Sentence: 192,Credit/Invoice,B-Skills,
Sentence: 193,Note,I-Skills,
Sentence: 194,Application,B-Designation,
Sentence: 195,Developer,I-Designation,
Sentence: 196,SAP,B-Companies worked at,
Sentence: 197,ABAP,I-Companies worked at,
Sentence: 198,Kolkata,B-Location,
Sentence: 199,West,B-Location,
Sentence: 200,Bengal,I-Location,
Sentence: 201,May,B-Years of Experience,
Sentence: 202,2017,I-Years of Experience,
Sentence: 203,to,O,
Sentence: 204,June,B-Years of Experience,
Sentence: 205,2017,I-Years of Experience,
Sentence: 206,from,O,
Sentence: 207,Repacking,O,
Sentence: 208,Batch,O,
Sentence: 209,creation,O,
Sentence: 210,Create,B-Skills,
Sentence: 211,Inbound,I-Skills,
Sentence: 212,Delivery,I-Skills,
Sentence: 213,Reprint,B-Skills,
Sentence: 214,Handling,I-Skills,
Sentence: 215,Unit,I-Skills,
Sentence: 216,Post,B-Skills,
Sentence: 217,Goods,I-Skills,
Sentence: 218,Movement,I-Skills,
Sentence: 219,Goods,B-Skills,
Sentence: 220,Receipt,I-Skills,
Sentence: 221,and,O,
Sentence: 222,Goods,B-Skills,
Sentence: 223,Issue,I-Skills,
Sentence: 224,Application,B-Designation,
Sentence: 225,Developer,I-Designation,
Sentence: 226,SAP,B-Companies worked at,
Sentence: 227,ABAP,I-Companies worked at,
Sentence: 228,Kolkata,B-Location,
Sentence: 229,West,B-Location,
Sentence: 230,Bengal,I-Location,
Sentence: 231,January,B-Years of Experience,
Sentence: 232,2017,I-Years of Experience,
Sentence: 233,to,O,
Sentence: 234,May,B-Years of Experience,
Sentence: 235,2017,I-Years of Experience,
Sentence: 236,Audit,O,
Sentence: 237,and,O,
Sentence: 238,Tax,B-Skills,
Sentence: 239,applications,I-Skills,
Sentence: 240,built,O,
Sentence: 241,on,O,
Sentence: 242,reports,I-Skills,
Sentence: 243,and,O,
Sentence: 244,enhancements,B-Skills,
Sentence: 245,in,O,
Sentence: 246,ABAP,B-Skills,
Sentence: 247,Word,NER Label,
Sentence: 248,Sharan,B-Name,
Sentence: 249,Adla,I-Name,
Sentence: 250,Email,O,
Sentence: 251,me,O,
Sentence: 252,on,O,
Sentence: 253,Indeed,O,
Sentence: 254,indeedcomrSharan-Adla,O,
Sentence: 255,3a382a7b7296a764,O,
Sentence: 256,Having,O,
Sentence: 257,4yrs,B-Years of Experience,
Sentence: 258,of,O,
Sentence: 259,solid,O,
Sentence: 260,work,O,
Sentence: 261,experience,O,
Sentence: 262,in,O,
Sentence: 263,designing,O,
Sentence: 264,experiences,O,
Sentence: 265,for,O,
Sentence: 266,Digital,B-Skills,
Sentence: 267,(Web,B-Skills,
Sentence: 268,Mobile),I-Skills,
Sentence: 269,and,O,
Sentence: 270,Print,B-Skills,
Sentence: 271,media,I-Skills,
Sentence: 272,Hands-on,O,
Sentence: 273,experience,O,
Sentence: 274,with,O,
Sentence: 275,tools,O,
Sentence: 276,such,O,
Sentence: 277,as,O,
Sentence: 278,Adobe,B-Skills,
Sentence: 279,Photoshop,I-Skills,
Sentence: 280,Illustrator,I-Skills,
Sentence: 281,InDesign,I-Skills,
Sentence: 282,and,O,
Sentence: 283,Dreamweaver,I-Skills,
Sentence: 284,Experience,O,
Sentence: 285,in,O,
Sentence: 286,creating,O,
Sentence: 287,low/high-detailed,O,
Sentence: 288,annotated,O,
Sentence: 289,wireframes,O,
Sentence: 290,and,O,
Sentence: 291,user,O,
Sentence: 292,flows,O,
Sentence: 293,for,O,
Sentence: 294,applications,O,
Sentence: 295,using,O,
Sentence: 296,prototyping,B-Skills,
Sentence: 297,tools,I-Skills,
Sentence: 298,Having,O,
Sentence: 299,good,O,
Sentence: 300,knowledge,O,
Sentence: 301,on,O,
Sentence: 302,developing,B-Skills,
Sentence: 303,use,I-Skills,
Sentence: 304,cases,I-Skills,
Sentence: 305,user,I-Skills,
Sentence: 306,stories,I-Skills,
Sentence: 307,&,O,
Sentence: 308,personas,O,
Sentence: 309,Hands-on,O,
Sentence: 310,experience,O,
Sentence: 311,with,O,
Sentence: 312,HTML5,B-Skills,
Sentence: 313,&,I-Skills,
Sentence: 314,CSS3,I-Skills,
Sentence: 315,including,O,
Sentence: 316,cross-browser,B-Skills,
Sentence: 317,compatibility,I-Skills,
Sentence: 318,Hands-on,O,
Sentence: 319,experience,O,
Sentence: 320,in,O,
Sentence: 321,creating,O,
Sentence: 322,RWD,B-Skills,
Sentence: 323,(Responsive,B-Skills,
Sentence: 324,Web-Design),I-Skills,
Sentence: 325,layouts,O,
Sentence: 326,Having,O,
Sentence: 327,good,O,
Sentence: 328,exposure,O,
Sentence: 329,on,O,
Sentence: 330,Marketing,B-Skills,
Sentence: 331,and,O,
Sentence: 332,Health,I-Skills,
Sentence: 333,Care,I-Skills,
Sentence: 334,domains,O,
Sentence: 335,Good,O,
Sentence: 336,knowledge,O,
Sentence: 337,on,O,
Sentence: 338,marketing,B-Skills,
Sentence: 339,automation,I-Skills,
Sentence: 340,tool,I-Skills,
Sentence: 341,Eloqua,B-Skills,
Sentence: 342,Hands-on,O,
Sentence: 343,experience,O,
Sentence: 344,on,O,
Sentence: 345,version,B-Skills,
Sentence: 346,control,I-Skills,
Sentence: 347,tool,I-Skills,
Sentence: 348,SVN,I-Skills,
Sentence: 349,Quick,O,
Sentence: 350,learner,O,
Sentence: 351,self-driven,O,
Sentence: 352,problem-solver,O,
Sentence: 353,highly,O,
Sentence: 354,motivated,B-Quality,
Sentence: 355,team,I-Quality,
Sentence: 356,player,I-Quality,
Sentence: 357,and,O,
Sentence: 358,ability,O,
Sentence: 359,to,O,
Sentence: 360,quickly,O,
Sentence: 361,adapt,O,
Sentence: 362,to,O,
Sentence: 363,new,O,
Sentence: 364,trends,O,
Sentence: 365,and,O,
Sentence: 366,technologies,O,
Sentence: 367,Excellent,B-Quality,
Sentence: 368,written,I-Quality,
Sentence: 369,and,I-Quality,
Sentence: 370,verbal,I-Quality,
Sentence: 371,communication,I-Quality,
Sentence: 372,skills,I-Quality,
Sentence: 373,to,O,
Sentence: 374,engage,O,
Sentence: 375,clients,O,
Sentence: 376,and,O,
Sentence: 377,the,O,
Sentence: 378,team,O,
Sentence: 379,collaboratively,O,
Sentence: 380,Having,O,
Sentence: 381,good,O,
Sentence: 382,leadership,B-Skills,
Sentence: 383,and,O,
Sentence: 384,team,I-Skills,
Sentence: 385,management,I-Skills,
Sentence: 386,skills,I-Skills,
Sentence: 387,WORK,O,
Sentence: 388,EXPERIENCE,O,
Sentence: 389,Specialist,B-Designation,
Sentence: 390,II,I-Designation,
Sentence: 391,Marketing,I-Designation,
Sentence: 392,-,O,
Sentence: 393,March,B-Years of Experience,
Sentence: 394,2017,I-Years of Experience,
Sentence: 395,to,O,
Sentence: 396,Present,I-Years of Experience,
Sentence: 397,2017,B-Years of Experience,
Sentence: 398,Worked,O,
Sentence: 399,as,O,
Sentence: 400,Software,B-Skills,
Sentence: 401,Engineer,I-Skills,
Sentence: 402,with,O,
Sentence: 403,Prolifics,B-Companies worked at,
Sentence: 404,Corporation,I-Companies worked at,
Sentence: 405,Limited,I-Companies worked at,
Sentence: 406,from,O,
Sentence: 407,Dec,B-Years of Experience,
Sentence: 408,2015,I-Years of Experience,
Sentence: 409,to,O,
Sentence: 410,Sept,B-Years of Experience,
Sentence: 411,2016,I-Years of Experience,
Sentence: 412,Worked,O,
Sentence: 413,for,O,
Sentence: 414,National,B-Companies worked at,
Sentence: 415,Informatics,I-Companies worked at,
Sentence: 416,Centre,I-Companies worked at,
Sentence: 417,under,O,
Sentence: 418,multiple,O,
Sentence: 419,payrolls,O,
Sentence: 420,from,O,
Sentence: 421,Apr,B-Years of Experience,
Sentence: 422,2014,I-Years of Experience,
Sentence: 423,to,O,
Sentence: 424,Oct,B-Years of Experience,
Sentence: 425,2015,I-Years of Experience,
Sentence: 426,Worked,O,
Sentence: 427,as,O,
Sentence: 428,an,O,
Sentence: 429,Inter,B-Designation,
Sentence: 430,Trainee,I-Designation,
Sentence: 431,under,O,
Sentence: 432,National,B-Companies worked at,
Sentence: 433,Informatics,I-Companies worked at,
Sentence: 434,Center,I-Companies worked at,
Sentence: 435,as,O,
Sentence: 436,a,O,
Sentence: 437,Web,B-Designation,
Sentence: 438,Designer,I-Designation,
Sentence: 439,from,O,
Sentence: 440,Sept,B-Years of Experience,
Sentence: 441,2013,I-Years of Experience,
Sentence: 442,to,O,
Sentence: 443,Apr,B-Years of Experience,
Sentence: 444,2014,I-Years of Experience,
Sentence: 445,Skill,O,
Sentence: 446,Set,O,
Sentence: 447,Software,O,
Sentence: 448,Adobe,B-Skills,
Sentence: 449,Photoshop,I-Skills,
Sentence: 450,Adobe,I-Skills,
Sentence: 451,InDesign,I-Skills,
Sentence: 452,Adobe,I-Skills,
Sentence: 453,Illustrator,I-Skills,
Sentence: 454,Adobe,I-Skills,
Sentence: 455,Word,NER Label,
Sentence: 456,Shabnam,B-Name,
Sentence: 457,Saba,I-Name,
Sentence: 458,Offshore,B-Designation,
Sentence: 459,SAP,I-Designation,
Sentence: 460,CRM,I-Designation,
Sentence: 461,Functional,I-Designation,
Sentence: 462,Consultant,I-Designation,
Sentence: 463,Bengaluru,B-Location,
Sentence: 464,Karnataka,I-Location,
Sentence: 465,Email,O,
Sentence: 466,me,O,
Sentence: 467,on,O,
Sentence: 468,Indeed,O,
